Número,Título,Temas Relacionados,Textos Bíblicos Base,Link do Vídeo
299,Dia Santo,Adoração e Louvor | Graça e Salvação | Lar e Família | Missão e Serviço | Palavra de Deus e Lei | Segunda Vinda e Esperança | Sábado e Criação,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=2jlp0c_gOck
300,Tempo de Ser Santo,"Adoração e Louvor | Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=HZxnyB3lJ-k
301,"Toma, ó Deus, Meu Coração",Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Lar e Família | Oração e Comunhão | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=X6AAFwBkfEM
302,Tudo Entregarei,"Adoração e Louvor | Paz, Cuidado e Confiança",Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=bzXmFmM4CTM
303,Minha Entrega,Vida Cristã e Devoção,Salmos 1:1-2; Provérbios 3:5-6,https://www.youtube.com/watch?v=FlkCgkhQ5CI
304,"Que Te Darei, Meu Mestre?",Adoração e Louvor | Graça e Salvação | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=wAW5aQOksIg
305,Sobre o Altar,"Adoração e Louvor | Missão e Serviço | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=nYohbTMsyfo
306,Eis-nos Prontos,"Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=hwSVlpmYTWM
307,Conta as Bênçãos,Oração e Comunhão | Sacrifício e Redenção,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22,https://www.youtube.com/watch?v=ai_AQ1CwA2A
308,Faze Como Daniel,Missão e Serviço | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15,https://www.youtube.com/watch?v=lCz31f0wvvI
309,Em Tuas Mãos,Graça e Salvação | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9,https://www.youtube.com/watch?v=J-JW7ALhif8
310,Entrega,Graça e Salvação | Lar e Família | Missão e Serviço | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15,https://www.youtube.com/watch?v=vylQz82zkKE
311,Inteiramente Fiel,Crianças e Jovens,Mateus 19:14; Provérbios 22:6,https://www.youtube.com/watch?v=CVC5EOg8pCM
312,Nas Tuas Mãos,"Palavra de Deus e Lei | Paz, Cuidado e Confiança",Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=g9B7YsUgUNM
313,Tudo Para Deus,"Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=pI6-8Jet0YU
314,Se Ele Não For O Primeiro,Crianças e Jovens | Missão e Serviço | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Mateus 19:14; Provérbios 22:6 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15,https://www.youtube.com/watch?v=TlArU2RQ2YY
315,A Cristo Eu Amo,"Missão e Serviço | Paz, Cuidado e Confiança | Sacrifício e Redenção",Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=jBfNNgtMVUA
316,Achei Um Grande Amigo,"Graça e Salvação | Igreja e Comunhão | Oração e Comunhão | Palavra de Deus e Lei | Paz, Cuidado e Confiança | Sacrifício e Redenção | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 133:1; Hebreus 10:25 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=5RRcpOBlXeA
317,Amigo Mui Precioso,"Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=_8yIJOzF0rw
318,Cantarei de Meu Jesus,Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Sacrifício e Redenção,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=hrtXSRc5Ces
319,Cristo é Tudo Para Mim,"Paz, Cuidado e Confiança",Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=s99navSSdWM
320,"Eu Te Amo, Meu Mestre",Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Palavra de Deus e Lei | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=Wl9Xe0a1WRI
321,Jesus é Melhor,"Graça e Salvação | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=4OR2dSNYuXk
322,Jesus Me Guia,"Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=WmkAm7Eog80
323,Há um Amigo,"Crianças e Jovens | Graça e Salvação | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=ti8OJHZqvUs
324,"Jesus, Teu Nome Satisfaz","Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=VyKaiFCoIXA
325,Junto ao Bondoso Deus,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=v76WHJ132HI
326,Manancial de Toda Bênção,Adoração e Louvor | Graça e Salvação | Sacrifício e Redenção,Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=CsPuhdOn8ko
327,Não Há Amigo Igual A Cristo,"Adoração e Louvor | Paz, Cuidado e Confiança",Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=1ibGBe9svTw
328,Meu Deus e Eu,"Paz, Cuidado e Confiança",Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=AW5sH1Z4XYs
329,Não Há Nome Mais Amável,"Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=0SoM9vhYIwc
330,O Melhor Amigo,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=mQblvleLL40
331,Nome Precioso,"Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=ol-pFzHphIQ
332,Tudo És Pra Mim,Adoração e Louvor | Sacrifício e Redenção,Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=1dA0FMuuftU
333,Oh! Que Amigo em Cristo Temos,"Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=MeeNmIEjLVs
334,"Oh, Eu Amo A Cristo!","Adoração e Louvor | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=JCYBqVqtKGQ
335,Precioso é Jesus Para Mim,Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Sacrifício e Redenção,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=WOpYIxGYvK0
336,Salmo Dos Salmos,"Graça e Salvação | Palavra de Deus e Lei | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=2QuelXhYD8w
337,Amor nos Faz Contentes,Graça e Salvação | Palavra de Deus e Lei,Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=6qSurkv7NNM
338,Deus Não se Cansa de Amar,"Crianças e Jovens | Graça e Salvação | Paz, Cuidado e Confiança | Sacrifício e Redenção | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 19:14; Provérbios 22:6 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=SuB1C8QF8RM
339,Eu Sou Um Pobre Peregrino,Lar e Família | Sacrifício e Redenção | Segunda Vinda e Esperança | Sábado e Criação,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=9VR9YnK2D04
340,Sou Forasteiro Aqui,Graça e Salvação | Lar e Família | Missão e Serviço,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15,https://www.youtube.com/watch?v=s0qMxW-q6BY
341,Mágoas,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=aG7uBv3mnsg
342,Eu Não Te Deixarei,"Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=6nJvSdQk0es
343,Meu Refúgio Está no Monte,"Adoração e Louvor | Crianças e Jovens | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 19:14; Provérbios 22:6 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=D60qJG7tseU
344,Confiarei,Graça e Salvação | Oração e Comunhão | Palavra de Deus e Lei,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 119:105; 2 Timóteo 3:16; Salmos 19:7,https://www.youtube.com/watch?v=y_tr7ucTMHY
345,Novo Dia Chegará,Graça e Salvação | Oração e Comunhão | Sacrifício e Redenção | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22,https://www.youtube.com/watch?v=Xm1zBfeI-RY
346,Como Agradecer,Adoração e Louvor | Graça e Salvação | Sacrifício e Redenção,Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=K0dtLwEBX3Q
347,Obrigado,"Crianças e Jovens | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança | Sábado e Criação",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Salmos 23:1-4; João 14:27; Salmos 46:1 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=yRp9mr9TgcA
348,Graças,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=On65YomkD4g
349,Gratidão,Adoração e Louvor | Graça e Salvação | Lar e Família,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=cnHNKIuzMVk
350,"Senhor Jesus, Muito Obrigado","Adoração e Louvor | Crianças e Jovens | Graça e Salvação | Missão e Serviço | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 19:14; Provérbios 22:6 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=rYV_vBMei_A
351,"Jesus, Muito Obrigado","Graça e Salvação | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=Qo1T9ZuepmY
352,"Luz Bendita, Luz Gloriosa","Adoração e Louvor | Graça e Salvação | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=EeFroE51w8Y
353,É Prazer Servir a Cristo,Adoração e Louvor | Missão e Serviço | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=QTuACjQAEqQ
354,Paz,"Adoração e Louvor | Graça e Salvação | Lar e Família | Paz, Cuidado e Confiança",Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=pb4tGtxy9yE
355,Sempre Alegre,"Adoração e Louvor | Graça e Salvação | Lar e Família | Missão e Serviço | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=rL9g1Vr1jWs
356,Tenho um Hino em Meu Coração,"Adoração e Louvor | Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=veBLWvLwvQ8
357,Bendita Hora de Oração,"Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=Z6as5nyLYa8
358,"Só, Com Teu Deus","Crianças e Jovens | Graça e Salvação | Igreja e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Mateus 19:14; Provérbios 22:6 | Salmos 133:1; Hebreus 10:25 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=PJlt94VhU_M
359,Lugar De Paz,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=-p9a4BxDUdE
360,"Deus Ouve, Deus Responde","Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=lUaHAM1HZdQ
361,Deus Nos Ouvirá,Adoração e Louvor | Graça e Salvação | Igreja e Comunhão | Lar e Família | Oração e Comunhão | Segunda Vinda e Esperança,1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 133:1; Hebreus 10:25 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=DCRsK6diXAE
362,O Melhor Lugar do Mundo,"Graça e Salvação | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=7M1qS8d9a8E
363,O Jardim de Oração,"Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança | Sábado e Criação",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1 | Êxodo 20:8-11; Gênesis 2:2-3,https://www.youtube.com/watch?v=xp-d4CRRylI
364,Que Tempo Já faz?,"Graça e Salvação | Missão e Serviço | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=D7NLGP2-GLc
365,Santa Hora de Oração,"Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança | Segunda Vinda e Esperança",1 Tessalonicenses 4:16-17; Apocalipse 1:7; João 14:1-3 | 1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=p9DHQ5v2LgE
366,No Jardim,Sacrifício e Redenção,Isaías 53:4-5; Romanos 5:8; Hebreus 9:22,https://www.youtube.com/watch?v=SnSVCN7Vuzk
367,Falar com Deus,"Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=FkaoRqCR1Qc
368,Ao Teu Lado Quero Andar,Graça e Salvação | Lar e Família,Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4,https://www.youtube.com/watch?v=fk-hDs89Z8I
369,Seguindo a Jesus,"Lar e Família | Paz, Cuidado e Confiança",Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=9eU0EyNyVNk
370,Bem Junto a Cristo,"Graça e Salvação | Lar e Família | Oração e Comunhão | Paz, Cuidado e Confiança | Sacrifício e Redenção",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Isaías 53:4-5; Romanos 5:8; Hebreus 9:22 | Josué 24:15; Efésios 6:1-4 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=WW-CwdrG7Zo
371,Cada Vez Mais Puro,Adoração e Louvor | Graça e Salvação | Lar e Família | Oração e Comunhão,1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2,https://www.youtube.com/watch?v=9eUp7OZe4NA
372,"Abre, Senhor, Os Olhos Meus","Adoração e Louvor | Graça e Salvação | Lar e Família | Missão e Serviço | Oração e Comunhão | Paz, Cuidado e Confiança",1 Tessalonicenses 5:17; Mateus 7:7; Filipenses 4:6 | Efésios 2:8-9; João 3:16; 1 João 1:9 | Josué 24:15; Efésios 6:1-4 | Mateus 28:19-20; Isaías 6:8; Marcos 16:15 | Salmos 150:1-6; Apocalipse 4:8; Salmos 95:1-2 | Salmos 23:1-4; João 14:27; Salmos 46:1,https://www.youtube.com/watch?v=20rnfeAocEo
